radius,diameter,pitchangle,Pitchl,numberofturns,lengthccnt,YieldStress,Strainend,Toughness
22.89242451,16.49623214,12.91959177,32.99491766,3.009780978,99.30747553,6.32624263,3.206099617,9.170181027
23.97922187,10.67455099,32.18558791,94.82645849,1.715189902,162.645384,10.03440069,0.911215511,3.367764273
12.8507071,10.39059838,19.51186321,28.61154427,2.901550895,83.01785191,10.61628776,1.604560465,7.440232811
10.6622978,10.03872793,36.55776918,49.67696451,1,49.67696451,4.306598265,3.257018163,15.58281032
13.80511588,13.9667771,37.50141539,66.56142508,3.36227533,223.7978375,9.639469019,0.645162127,3.066383531
10.97933627,12.01691436,36.62402618,51.27783138,3.740773466,191.818751,10.78895785,0.470060139,2.082354289
23.70252044,17.94293618,10.26023429,26.9579204,2.984119672,80.44566058,4.574644107,4.250362091,8.300900066
7.130000725,10.23111929,41.11672701,39.10379712,3.815839113,149.2137985,14.3692654,0.904486404,6.889779191
11.37807349,9.735510712,31.99034585,44.65550239,2.349063682,104.8986189,8.138802973,0.857484368,5.077740383
11.60116265,9.864393404,11.65937497,15.0413681,2.479506482,37.29516971,0,0,0
10.43068176,12.79985075,31.43025876,40.05203174,3.271587805,131.0337386,9.957755659,0.708607654,4.232133877
17.36074386,16.84155593,24.54061359,49.80438081,3.187763048,158.7645648,7.315920341,1.419130377,5.074429717
8.550757842,9.074898033,39.69140083,44.59056181,2.200023316,98.10027565,15.10911752,0.650086197,4.803277516
11.59255177,9.657713792,19.32496303,25.5431896,2.36568195,60.42706258,7.951533934,1.645035743,8.570121125
10.78139731,11.88202434,24.85456348,31.37929426,2.795025246,87.70591965,8.449576564,0.923256742,4.558534189
9.70825371,8.286394808,46.69803633,64.72586402,2.631448815,170.3227981,14.95967861,0.610960658,4.708135347
20.98107472,14.33307159,12.20439234,28.51279686,3.047698543,86.89840946,8.4461392,2.598362843,7.700352046
5.571408976,10.24373747,68.2035291,87.53736801,2.14593507,187.849508,23.02376509,0.309839935,2.951480951
3.392191312,4.70173866,65.07095475,45.85569594,3.258652363,149.4277719,44.11020261,0.544877422,5.930334335
11.04065535,14.10774162,51.38014186,86.83715894,2.769944382,240.5341006,14.41306593,0.459832936,2.275886695
13.16127593,14.1363872,25.77663964,39.93461022,2.905237168,116.0195139,8.44707217,1.227742497,4.944020252
10.53436456,10.2075403,27.40902579,34.32253726,2.363685893,81.12769714,7.742094233,1.26265796,6.230558962
4.119243026,6.625812781,70.86008286,74.57459312,2.701849939,201.4893598,25.48099298,0.160028355,2.10680156
5.568834864,7.40371277,39.76515176,29.11655053,3.491830093,101.6700473,20.56510333,0.544684765,6.360796271
12.51966291,8.860324338,34.21609063,53.49186621,2.028135694,108.4887632,13.43331892,0.643440399,3.596548932
17.66221686,18.42253605,29.34283745,62.38540081,3.095197345,193.0951269,9.557582445,0.649695535,3.292900741
7.467480613,9.910518385,43.8629219,45.09326056,3.999330578,180.3428558,14.5544895,0.535296837,3.149036769
3.654181082,1.044693857,5.208453929,2.092930115,109.2359617,228.6232339,16.41978485,0.350060056,2.843089506
11.86892271,12.53191581,39.04672666,60.49011965,1,60.49011965,5.198472884,2.26558595,9.494046422
4.021724376,1.314023366,5.184453125,2.292767668,84.00915362,192.6134712,51.0351355,0.079787185,2.316054089
9.49553985,12.06932793,41.27954822,52.37683415,4.02208236,210.6639407,12.20218269,0.419768067,2.051883179
2.078953669,1.460399521,5.684206159,1.30016946,50.27982835,65.37229725,55.43997644,0.237400828,6.231691197
13.0941968,10.67895112,25.72792103,39.64483922,2.086378103,82.71412444,6.961825421,1.601451365,6.283493018
11.46459338,13.48774128,21.9300764,29.00148151,2.929565176,84.96173029,7.255479323,0.930848638,3.24260617
15.71437841,14.07352555,17.07732381,30.33249748,3.03054194,91.92390576,5.815168177,2.2689898,7.165186131
3.977111203,5.152733478,53.62150269,33.92080064,4.68870504,159.0446289,21.47335042,0.404418002,4.091111847
17.1194901,11.98188919,18.52734192,36.04780815,2.887689396,104.0948733,6.719052152,2.11464773,8.6169312
3.77962368,5.405578261,57.26408008,36.94046834,3.935212895,145.3686074,35.07809352,0.164563217,2.168073693
17.31945144,11.73932402,26.25323515,53.67237659,2.750728973,147.6381614,8.630924403,1.264264027,5.125654015
3.156828083,3.724561551,55.27492259,28.61851413,3.040818428,87.02370516,11.51726343,0.245818406,4.726761199
12.24690821,9.114129497,27.36695196,39.83058786,1.842557311,73.39014085,7.870698595,1.63952409,8.421579931
8.857554581,8.077689952,33.58948995,36.9614877,2.95707526,109.2979009,11.25167026,0.914072096,5.012090113
16.24670537,8.322150564,7.96261676,14.27864425,3.025404056,43.19866824,5.006053298,2.854226103,5.788488841
7.633632687,9.306025067,31.19631507,29.04352953,3.051489583,88.62602781,8.166282412,0.688798957,4.297189177
7.039341721,10.61512438,46.47584915,46.56882767,2.296671627,106.9533052,15.15500239,0.354128995,2.821048757
2.460521838,4.105613053,69.92814537,42.31059223,5.253291232,222.2698632,45.10607485,0.119747095,2.569823841
7.648165979,7.319877695,48.05008975,53.46423244,1.402948583,75.00756917,10.7478092,0.916195265,6.920099299
16.53116384,12.43257888,26.6111808,52.03875734,3.151381409,163.9939724,8.307531406,0.904866781,3.842042091
5.478237307,5.64886414,65.39229473,75.15479984,3.452992874,259.5089883,39.53882678,0.360262553,3.246099131
4.32716432,1.059167389,1.073638552,0.509529762,453.0377906,230.8362378,10.46808049,0.080228467,0.767680621
3.904405489,5.381371978,60.56876916,43.48203445,6.168785322,268.2313359,30.84034924,0.135304265,1.940784955
3.983230651,6.391958375,59.66368451,42.76697082,5.283459736,225.9575683,36.13573285,0.230148037,3.488692548
5.623458477,8.299740027,47.49598584,38.55403291,2.846251219,109.7344632,21.79684619,0.256071336,2.673082479
19.39489453,18.27122233,19.25982371,42.57945984,2.94337532,125.3273312,3.967919134,1.295863892,3.985200154
9.939033572,11.32292281,36.75054065,46.63364094,3.101708142,144.6439438,6.733672956,0.690520392,3.227527128
13.27589446,16.37581896,17.09940944,25.66083438,3.047662881,78.20557246,6.89419438,1.772392981,6.041023712
14.63600675,8.202131375,21.06574053,35.42153759,1.521589582,53.89704258,8.392980411,1.954069841,10.66192366
9.145204223,8.368280673,56.63839537,87.27140005,1.635888,142.7662361,22.27608851,0.245740108,2.793870953
16.0466585,10.18181285,36.25325343,73.93611339,2.519672451,186.294788,7.005267022,0.88978785,4.579783785
12.5368452,7.862006175,13.50630212,18.92048505,2.814211721,53.2462508,7.351844176,2.16003236,9.619484492
11.74044102,15.48421774,47.84114141,81.47155687,2.902217386,236.4481688,20.76095427,0.412893754,2.209681475
20.90527583,8.770797702,20.84644011,50.0177035,1.761287697,88.09556581,9.270275097,1.904987382,8.437500259
9.889664625,10.67161617,30.91340985,37.20893749,2.48003159,92.27934039,10.41204305,0.491619527,2.815421366
11.4200152,12.59358841,24.9575555,33.39478213,3.373811411,112.667697,9.534947809,1.005958747,4.037412176
8.309853814,11.26117434,35.71092573,37.5334799,3.580514404,134.3891654,15.09636553,0.49475719,3.689409896
3.028871085,3.062956122,44.0004392,18.37826473,7.382262855,135.673181,36.97582092,0.209867699,2.816774715
3.817947267,1.739668063,2.626412019,1.100409566,185.1551494,203.7464976,58.31470715,0.369743027,4.754666538
14.57719278,17.69329395,31.46825217,56.057376,3.377203746,189.3171802,8.139796586,0.720508524,2.934192335
3.187759674,1.271995544,83.95980832,189.2885322,1,189.2885322,61.36918386,0.095150233,3.287426864
6.067752545,10.64358822,61.2849376,69.5929574,3.186613401,221.7658506,22.93015074,0.169923083,1.869546129
13.61190274,11.91507449,30.56052989,50.5005072,2.826664589,142.7479954,8.808254609,0.847221115,3.829104845
8.117266201,10.33758348,41.44968464,45.04322808,3.785294266,170.501873,17.90557282,0.354971461,2.906315904
15.49020578,17.36069503,28.58291915,53.02722334,3.233682186,171.4731875,7.933309257,1.09969832,4.521926424
5.090152764,7.640361578,55.40889113,46.37648421,3.939008761,182.6773776,34.78050472,0.189741936,2.405261844
19.04052891,9.548108569,34.6510744,82.6882704,0.926413749,76.60355054,7.551772465,0.947384151,5.223703616
16.85911085,10.37877138,58.27500681,171.3463062,1.404234296,240.6103597,15.24734282,0.275130892,2.455925446
4.958050769,6.693981854,57.51535825,48.92833465,2.343592105,114.6680588,35.16171935,0.352222952,3.488023527
3.163952233,1.722002681,4.152663687,1.443362105,65.05961326,93.90458037,49.33563571,0.334218289,5.442124115
10.26539119,10.76043906,31.31494193,39.2392649,2.793818074,109.6273675,6.437156356,1.136955796,4.275797236
4.043538852,7.398252792,62.60075046,49.0153002,4.083675092,200.1625605,12.37557644,0.314722866,3.632888445
5.467374038,9.082864715,55.01332095,49.0847737,1.572017477,77.1621221,26.71305093,0.205045364,2.328905252
2.523583378,1.082335179,2.475897681,0.685611397,79.78075932,54.69859785,52.19872761,0.168808757,3.387374673
16.20518403,14.53065081,38.59050518,81.2543549,2.506000273,203.6234356,9.691913677,0.795594548,4.011236416
11.89564727,9.2000371,17.65877535,23.79415098,2.149937482,51.15593706,5.428534296,2.403111355,11.34141061
13.11481688,10.57828946,28.76734643,45.24019956,2.232346387,100.991796,6.015080205,1.086912109,4.001781564
3.923659921,4.577988867,56.11709375,36.7113111,5.763940695,211.60182,34.9361523,0.105324703,1.731970452
13.84819208,8.969256105,41.15682448,76.05641879,2.311908363,175.8354707,10.77234786,0.545408879,3.143385069
9.38388804,6.108255307,60.71381297,105.1261218,2.106422715,221.4400509,9.447254382,0.275141949,2.940176427
18.79148569,14.61801163,21.37132544,46.20312662,2.729538811,126.1132273,4.926416385,1.30858205,4.571083706
10.1972239,8.442390989,22.45808189,26.48419598,2.719203692,72.01592349,10.63504405,1.918517801,12.22926838
8.732288572,9.585693235,26.38529919,27.2184662,3.241379899,88.2253892,13.65661251,0.973769047,5.91118267
8.546110489,8.57819767,28.92441212,29.67208154,1.946482327,57.75618231,8.071523679,1.49369907,11.08214656
6.872945984,9.606766344,35.84280107,31.19434399,3.562761286,111.1380011,13.58305368,0.578772296,3.770645103
7.658818227,9.962034078,36.23347857,35.26301293,2.654000718,93.58806166,10.54192734,0.5545765,2.993043887
14.72617323,11.30235826,28.14038848,49.48881453,2.921283587,144.5708616,8.308732362,1.119825937,5.213841592
17.12784278,8.492297538,14.27220952,27.37575104,1.900112899,52.01701766,8.684974368,3.2470697,15.01132271
4.38324687,6.703757603,61.42071369,50.55679277,4.06914358,205.7228487,9.47430945,0.230378759,2.528359183
11.31598882,12.83267958,43.03937483,66.39365627,3.32031129,220.4476065,13.44985432,0.549958611,2.697692813
13.4373417,12.74120878,33.96778884,56.87925314,2.790887134,158.7435758,5.474103407,0.684628119,2.267068892
21.51761528,13.12608547,9.59304886,22.85035568,2.842241985,64.94624026,3.446251032,3.152588834,7.01463281
3.771675333,2.573224286,47.03736481,25.44638849,8.801768111,223.9732108,34.03312532,0.369708116,3.809326124
5.826437738,10.2121284,55.255084,52.78106098,1.476584908,77.93571804,24.17720683,0.510375229,5.068836576
3.160689251,2.092517566,1.264799676,0.438461367,244.1612783,107.0552878,43.69407658,0.343887159,5.696183373
6.524119697,9.706838051,52.49795036,53.41818745,2.710973804,144.8153068,23.13928595,0.230051663,2.552837065
4.575434139,5.117893044,59.89616626,49.58577369,2.945918992,146.0756724,44.27522403,0.170336718,2.997500418
10.15673718,10.74635139,52.20277528,82.28017383,2.794050343,229.8949479,20.53030694,0.579154922,2.774873504
14.95275497,12.33823603,38.77323433,75.46625335,2.355536317,177.7635005,6.277680811,0.869778809,3.92321862
8.653875626,10.48605184,18.75088193,18.45838675,2.903727379,53.59812296,7.658375242,1.126748418,4.930637834
9.206621567,11.90062475,38.59967483,46.17804355,3.78568764,174.8156487,12.29156609,0.644604455,3.68098694
5.362095828,9.243443372,40.9031725,29.18736125,4.061150041,118.5342533,18.91260178,0.30040781,2.760506358
5.02462826,9.211203244,58.68031475,51.88446538,5.131289902,266.2342333,27.56780083,0.284889444,2.731168369
9.572824499,9.452612542,37.17996878,45.62155317,2.029624287,92.5946123,10.11081774,0.549219824,3.369890149
5.310143049,4.94423652,50.71009347,40.77824556,5.222136385,212.9495598,30.84245059,0.45024922,3.754056295
19.63767154,13.89897788,16.36836594,36.24079365,3.093052634,112.0946822,6.71969404,1.554972413,4.439232631
2.829763023,2.203664239,6.872140366,2.142835953,69.87450882,149.7296097,37.96532651,0.109892312,2.379114836
